,ts,fax,fay,faz
0,467724300000,-0.000855264835991,-0.0169796142727,-0.00313949584961
1,467734300000,-0.00340400729328,-0.0213734507561,-0.0120449066162
2,467754300000,0.00304424902424,-0.00296672806144,0.0167255401611
3,467764300000,-0.0141798593104,0.0298776812851,-0.015193939209
4,467774300000,-0.00337809254415,0.00591193372384,-0.0192680358887
5,467784300000,0.0140538699925,0.0333373583853,-0.0150136947632
6,467804300000,0.00466592749581,-0.0138919688761,0.0127687454224
7,467814300000,0.024335315451,-0.0190978404135,0.00888729095459
8,467824300000,0.0199506599456,-0.0357409603894,-0.00681304931641
9,467834300000,-0.00209748977795,-0.000348140019923,0.0036449432373
10,467854300000,-0.0231074411422,0.00526257790625,-0.0104217529297
11,467864300000,-0.00147960113827,0.0183720737696,-0.034984588623
12,467874300000,0.00345325097442,-0.000990388798527,-0.0121402740479
13,467894300000,0.00730281881988,0.00212782481685,0.0257129669189
14,467904300000,0.00163466029335,-0.0150445066392,0.00773239135742
15,467914300000,0.00930539704859,-0.00986799132079,-0.0167236328125
16,467924300000,-0.00479187490419,0.00238547520712,0.00109004974365
17,467944300000,0.0105095012113,0.0272151920944,-0.00836181640625
18,467954300000,0.00387991103344,0.0187052376568,-0.00757122039795
19,467964300000,0.00440625939518,0.00611883029342,-0.0174970626831
20,467974300000,-0.0115592973307,-0.00758499652147,0.0131912231445
21,467994300000,0.0112454434857,-0.0152632044628,-0.00545310974121
22,468004300000,-0.00912511348724,0.00171061838046,-0.0258274078369
23,468014300000,-0.00859353039414,-0.00670912861824,-0.0157461166382
24,468024300000,-0.0178315415978,0.0029836781323,-0.00380802154541
25,468044300000,-0.0157192964107,0.00201475061476,-0.0249853134155
26,468054300000,0.0212104469538,0.00113179848995,0.00242900848389
27,468064300000,0.00888304598629,-0.00947751384228,-0.00298690795898
28,468074300000,0.0266286898404,-0.00833189394325,0.0214309692383
29,468094300000,0.0146655552089,-0.00124293146655,-0.0227518081665
30,468104300000,-0.00454118056223,-0.00160683703143,-0.0161714553833
31,468114300000,-0.0151708358899,-0.00165707606357,0.00126171112061
32,468134300000,0.0209266711026,0.00455478159711,-0.0204238891602
33,468144300000,0.00896018836647,-0.00522335479036,-0.0195531845093
34,468154300000,0.0179433561862,0.00304845441133,0.00646781921387
35,468164300000,0.0227014590055,0.000945571810007,0.0190448760986
36,468184300000,-0.0154895139858,0.0117789739743,-0.0318212509155
37,468194300000,0.00503038987517,0.0182358454913,-0.0164585113525
38,468204300000,-0.00355401681736,0.00473413988948,0.0061616897583
39,468214300000,-0.00732481107116,0.00314789637923,0.00380611419678
40,468234300000,-0.00513847498223,-0.00720860529691,-0.00404262542725
41,468244300000,0.0129196383059,0.00938746519387,0.00574684143066
42,468254300000,-0.015597702004,0.0146641451865,0.0207118988037
43,468264300000,-0.000654914067127,0.00643962854519,-0.00540161132812
44,468284300000,-0.00628817081451,0.0209320280701,-0.0229244232178
45,468294300000,0.0106153050438,0.00158050679602,0.0128345489502
46,468304300000,-0.00259639974684,0.00426195934415,0.0245199203491
47,468324300000,0.00797472149134,-0.0119717009366,0.00486087799072
48,468334300000,-0.0049102040939,-0.00605546496809,0.00105476379395
49,468344300000,0.0288881063461,0.00743166310713,0.0180072784424
50,468354300000,0.00637247134,0.0287607666105,-0.0109395980835
51,468374300000,-0.00185586756561,-0.000721396645531,-0.0126266479492
52,468384300000,0.0128759387881,-0.00919661857188,0.00353336334229
53,468394300000,2.93905031867e-05,-0.00158052425832,0.0206985473633
54,468404300000,-0.000821580761112,-0.0102692339569,-0.00457096099854
55,468424300000,-0.00725478166714,0.00665989937261,0.00151920318604
56,468434300000,0.0217587985098,0.0104206744581,0.00589084625244
57,468444300000,-0.00504697253928,0.00485644582659,-0.0101404190063
58,468454300000,0.00109882897232,0.0116077167913,-0.0172138214111
59,468474300000,0.00843639299273,-0.00474877282977,0.00973415374756
