,ts,fax,fay,faz
0,41940300000,0.112768739462,0.230429902673,-0.243605613708
1,41950300000,0.170538157225,0.335548013449,-0.311056137085
2,41960300000,0.156778559089,0.239243924618,-0.343811035156
3,41980300000,0.0954504683614,-0.00312309712172,-0.177363395691
4,41990300000,0.07378898561,0.154895439744,-0.0164623260498
5,42000300000,0.028479995206,0.17516592145,0.204211235046
6,42010300000,0.00345328310505,-0.0426882989705,0.172167778015
7,42030300000,-0.00650591962039,-0.19080722332,0.0150890350342
8,42040300000,-0.00428635394201,-0.00735173234716,-0.0131769180298
9,42050300000,-0.0297893248498,-0.0473012439907,0.00158786773682
10,42060300000,0.00483563868329,-0.189807444811,0.080189704895
11,42080300000,0.0537413693964,-0.226840510964,0.064733505249
12,42090300000,0.117857262492,-0.16683536768,0.108613014221
13,42100300000,0.12654222548,0.00647432170808,0.105929374695
14,42110300000,0.0635743811727,0.0632945224643,0.0305309295654
15,42130300000,0.0943830385804,0.00885251164436,-0.0115222930908
16,42140300000,0.078907713294,0.0118031743914,-0.0615425109863
17,42150300000,0.0722490921617,0.0523909926414,0.123199462891
18,42170300000,0.0833790749311,-0.0325983613729,0.301839828491
19,42180300000,0.0300785526633,-0.0597766935825,0.313012123108
20,42190300000,0.0333137400448,-0.0339557081461,0.265827178955
21,42200300000,-0.00848915800452,-0.0137145863846,0.131302833557
22,42220300000,0.113554775715,-0.0468874946237,-0.0586538314819
23,42230300000,0.094989515841,-0.182303220034,-0.189700126648
24,42240300000,0.0618679225445,-0.160991832614,-0.220957756042
25,42250300000,0.0194378308952,-0.166947841644,-0.126512527466
26,42270300000,0.0365389622748,-0.188508123159,0.0666341781616
27,42280300000,0.0819642022252,-0.055685620755,0.16272354126
28,42290300000,0.082909502089,0.0900392830372,0.0470314025879
29,42300300000,0.0503663569689,0.0931777507067,-0.118141174316
30,42320300000,0.0926327556372,0.0759136155248,-0.202921867371
31,42330300000,0.0831072032452,0.0792167186737,-0.201331138611
32,42340300000,0.0555148534477,0.0690155997872,-0.0927724838257
33,42350300000,0.0159231293947,0.0477695763111,0.0716829299927
34,42370300000,0.0846340358257,0.0859365016222,0.097677230835
35,42380300000,0.030401410535,0.149872392416,-0.10883140564
36,42390300000,0.0393673665822,0.108960166574,-0.269354820251
37,42410300000,0.0908500477672,-0.135009646416,-0.440480232239
38,42420300000,0.093661621213,0.0102519523352,-0.382031440735
39,42430300000,0.110042884946,0.0987862795591,-0.239528656006
40,42440300000,0.146676912904,0.25498649478,-0.0821485519409
41,42460300000,0.10699981451,0.203790590167,-0.0798053741455
42,42470300000,0.115372531116,0.109444767237,-0.0515069961548
43,42480300000,0.0176188610494,-0.0680934861302,-0.0889463424683
44,42490300000,-0.00411782832816,-0.00585601106286,0.00707054138184
45,42510300000,0.0666568502784,0.151620209217,0.195169448853
46,42520300000,0.0296537354589,0.189960569143,0.168041229248
47,42530300000,-0.00336411898024,0.0680474191904,0.0330982208252
48,42540300000,-7.41041731089e-05,-0.112301945686,-0.0130891799927
49,42560300000,-0.0821128487587,-0.0851401612163,0.0511131286621
50,42570300000,-0.0626280233264,0.0785864293575,0.132138252258
51,42580300000,-0.0787456780672,-0.0475161224604,0.160512924194
52,42600300000,-0.0538182780147,-0.14650721848,0.159727096558
53,42610300000,-0.0677886679769,-0.0533541217446,0.185050964355
54,42620300000,0.0630336403847,-0.00335888471454,0.229815483093
55,42630300000,0.0411305874586,0.151321470737,0.24432182312
56,42650300000,0.147852867842,0.139441654086,0.0816593170166
57,42660300000,0.152717977762,0.181695878506,0.013524055481
58,42670300000,0.107985712588,0.251962095499,-0.0666408538818
59,42680300000,0.0152463559061,0.0997854396701,-0.077187538147
60,42700300000,0.0894456580281,-0.125517576933,-0.0235042572021
61,42710300000,0.109545327723,0.0870400369167,0.0383157730103
62,42720300000,0.0464264824986,0.171840280294,0.126027107239
63,42730300000,0.0590900890529,0.0555172562599,0.0860872268677
64,42750300000,-0.00917414389551,-0.092862688005,-0.134086608887
65,42760300000,-0.0207730047405,-0.199971437454,-0.0630359649658
