,ts,fax,fay,faz
0,2438951300000,0.0470657758415,0.0202158428729,-0.0243253707886
1,2438971300000,-0.016283467412,0.0351486504078,-0.0377788543701
2,2438981300000,-0.0463027432561,0.00865774322301,0.04088306427
3,2438991300000,0.0389316827059,0.0186034012586,0.0904264450073
4,2439011300000,-0.0134993400425,-0.0680612623692,-0.0453367233276
5,2439021300000,0.00826053414494,-0.0716293007135,0.00650310516357
6,2439031300000,-0.0231883525848,0.00711270328611,0.0330572128296
7,2439041300000,-0.0366917289793,-0.00707329902798,0.0246210098267
8,2439061300000,0.0460826270282,0.0918811559677,0.0766925811768
9,2439071300000,0.134642317891,0.0349574610591,0.151523590088
10,2439081300000,0.0109939323738,-0.00361493229866,-0.0135049819946
11,2439091300000,-0.051476534456,-0.150864973664,0.0135536193848
12,2439111300000,-0.00333878770471,-0.0611437410116,-0.0581254959106
13,2439121300000,0.00731079932302,-0.0241038426757,0.0179805755615
14,2439131300000,-0.00388212641701,0.00118734897114,-0.0198230743408
15,2439141300000,-0.0174082703888,-0.0194096695632,-0.011944770813
16,2439161300000,0.0174406953156,0.00806431658566,0.0405721664429
17,2439171300000,-0.00811416842043,-0.0369222648442,-0.0348663330078
18,2439181300000,0.0197881106287,0.0154969105497,0.00307178497314
19,2439191300000,0.035001527518,-0.00551277305931,0.000540733337402
20,2439211300000,0.0293458588421,0.0242666639388,-0.00102615356445
21,2439221300000,-0.00071072683204,-0.00779149541631,0.00264358520508
22,2439231300000,0.0231022983789,0.0023756721057,0.000276565551758
23,2439241300000,0.00737368827686,0.0052388086915,0.0323638916016
24,2439261300000,0.000484007992782,-0.0208031963557,0.0216178894043
25,2439271300000,-0.013126003556,-0.0370294079185,-0.00278282165527
26,2439281300000,0.0012113120174,-0.0168218389153,0.0114631652832
27,2439301300000,0.0139038255438,0.0168961007148,0.00806522369385
28,2439311300000,0.0138674164191,-0.00399551773444,-0.0219211578369
29,2439321300000,0.0324473381042,-0.00854719337076,-0.00226497650146
30,2439331300000,0.0322493761778,-0.0190434772521,-0.00836849212646
31,2439351300000,0.020253425464,-0.0730929598212,-0.0155925750732
32,2439361300000,0.00598572939634,-0.00501469615847,0.0135898590088
33,2439371300000,-0.00434090895578,-0.00479742558673,0.00580024719238
34,2439381300000,-0.0295242294669,0.0445817150176,0.0353221893311
35,2439401300000,0.0113161290064,-0.0183298811316,0.00534152984619
36,2439411300000,0.0149235622957,0.0222731977701,-0.00203800201416
37,2439421300000,0.0477743260562,-0.0312726125121,-0.0561780929565
38,2439431300000,-0.0307935234159,-0.0339790321887,-0.0571346282959
39,2439451300000,-0.0074777752161,-0.971411049366,0.189177513123
40,2439461300000,0.0854590013623,-0.200757473707,0.0408945083618
41,2439471300000,-0.301922172308,-0.0512317866087,0.143122673035
42,2439491300000,0.07500885427,-0.268328249454,0.0713729858398
43,2439501300000,0.111259751022,-0.162650063634,-0.108957290649
44,2439511300000,0.0306233987212,0.389043450356,-0.0778703689575
45,2439521300000,0.0591768249869,0.122114643455,0.0375566482544
46,2439541300000,0.108184687793,0.195121094584,-0.0012035369873
