timestamp,qw,qx,qy,qz
1681723306782941067,0.00734322099015,0.92759001255,0.373494565487,0.00497800996527
1681723306782989203,0.00732798641548,0.927588880062,0.37349781394,0.00496065942571
1681723306783007794,0.00733731780201,0.927590191364,0.373494386673,0.00496440567076
1681723306783083466,0.00734019558877,0.927591383457,0.373491436243,0.00496127828956
1681723306783169773,0.00734681868926,0.927594184875,0.3734844625,0.00496434792876
1681723306849385161,0.00734122516587,0.927592694759,0.373487889767,0.00496606435627
1681723306849418996,0.00732894567773,0.927595078945,0.373482227325,0.00497040618211
1681723306849450701,0.00732943601906,0.92759424448,0.373484015465,0.00498048774898
1681723306849502747,0.00732850050554,0.927592813969,0.37348780036,0.00497824791819
1681723306849668484,0.0073500671424,0.927590966225,0.373491853476,0.0049861217849
1681723306918910194,0.00734367500991,0.927590429783,0.373493462801,0.0049827308394
1681723306918958587,0.00735403597355,0.927590072155,0.373493909836,0.00498278997838
1681723306918999179,0.00735570956022,0.927588522434,0.373497992754,0.00498492876068
1681723306919252782,0.00736743584275,0.927589833736,0.373494535685,0.00498419255018
1681723306919311004,0.0073547330685,0.927588105202,0.373498976231,0.00498150242493
1681723306919341870,0.00735964020714,0.927587389946,0.373500525951,0.00498215155676
1681723306985094602,0.00735443690792,0.927590608597,0.373492985964,0.00498159136623
1681723306985139118,0.0073564578779,0.927592396736,0.373488366604,0.00499190436676
1681723306985167627,0.00734186731279,0.927591919899,0.373489886522,0.00498755788431
1681723306985214490,0.00734183611348,0.927590489388,0.373493105173,0.00498616090044
1681723306985332906,0.00733825750649,0.92759168148,0.373490184546,0.00498915882781
1681723307055005665,0.00733688101172,0.927591383457,0.373491078615,0.00498963706195
1681723307055048134,0.00734681077302,0.927587330341,0.373500972986,0.00498523749411
1681723307055132492,0.00734710134566,0.927586913109,0.373502254486,0.00498291617259
1681723307055376768,0.0073673306033,0.927585542202,0.373505085707,0.00499057723209
1681723307055413464,0.00736518297344,0.927584409714,0.373508036137,0.0049815075472
1681723307055495242,0.00737055018544,0.927583754063,0.373509526253,0.00498761842027
1681723307119881731,0.00736175710335,0.927588760853,0.373496979475,0.00498341443017
1681723307119927801,0.007369665429,0.927587091923,0.3735011518,0.00498783402145
1681723307120000427,0.00736671220511,0.927588045597,0.373498797417,0.00498041091487
1681723307120081253,0.007361268159,0.927585601807,0.373505055904,0.00498850876465
1681723307120367651,0.00735255191103,0.927578747272,0.373522311449,0.00497566442937
1681723307185870804,0.00734979519621,0.92757755518,0.373525559902,0.00497634103522
1681723307185917488,0.00734242983162,0.92757833004,0.373523533344,0.00497118430212
1681723307186130010,0.00733731081709,0.927578151226,0.373524039984,0.00497561646625
1681723307186171116,0.00733683723956,0.927573740482,0.373535215855,0.00497459992766
1681723307186186559,0.00734434649348,0.927572369576,0.373538643122,0.00497571611777
1681723307256089623,0.00734621286392,0.927572607994,0.373537540436,0.00497078476474
1681723307256173165,0.00733733130619,0.927571833134,0.373539745808,0.0049650920555
1681723307256226960,0.00734034273773,0.927573382854,0.373535990715,0.00497299479321
1681723307256266308,0.00733387842774,0.927576243877,0.373529046774,0.00497800996527
1681723307256298207,0.00733687030151,0.927578568459,0.373522758484,0.00497835408896
1681723307256350356,0.00731562916189,0.927574872971,0.373532652855,0.0049678850919
1681723307322152855,0.00732070300728,0.927572906017,0.373537659645,0.00497044762596
1681723307322190121,0.00730065349489,0.927571117878,0.373542308807,0.0049627777189
1681723307322217115,0.00730680301785,0.927573204041,0.373537033796,0.00496619706973
1681723307322235468,0.00730122672394,0.92757165432,0.373541116714,0.00496677355841
1681723307322318852,0.00731543358415,0.927569508553,0.373546123505,0.0049718269147
1681723307391921602,0.00732698850334,0.927565932274,0.37355479598,0.00497323507443
1681723307391956406,0.00733179971576,0.927570581436,0.373542964458,0.00497666280717
1681723307391978048,0.00733793852851,0.927569270134,0.373546034098,0.00497953686863
1681723307392009637,0.00732875615358,0.927571713924,0.373540133238,0.00498782610521
1681723307392041024,0.00734041351825,0.927568435669,0.373548090458,0.00499671744183
1681723307392179075,0.00733506027609,0.927568852901,0.373547136784,0.00498086027801
1681723307457781398,0.00735571654513,0.927568376064,0.373548090458,0.00497989496216
1681723307457823315,0.00735357962549,0.927565813065,0.373554378748,0.00497605837882
1681723307457962357,0.0073484624736,0.927569031715,0.373546600342,0.00496545014903
1681723307457982139,0.00734535604715,0.927566409111,0.37355324626,0.00496268784627
1681723307458385808,0.00735156144947,0.927567243576,0.373550891876,0.00497150793672
1681723307523284867,0.00734272925183,0.927564501762,0.373557955027,0.00496903900057
1681723307523327964,0.0073531488888,0.927565455437,0.373555362225,0.00496968626976
1681723307523342509,0.00735410582274,0.927564144135,0.373558700085,0.00496981246397
1681723307523476262,0.00735467113554,0.92756652832,0.373552501202,0.00497505441308
1681723307523503925,0.00736083788797,0.927568912506,0.373546540737,0.00497605651617
1681723307593590675,0.00736021483317,0.927565813065,0.373554348946,0.00497840112075
1681723307593631849,0.00736251985654,0.927565574646,0.373554885387,0.00498302234337
1681723307593653207,0.0073705422692,0.927566707134,0.373551636934,0.00498387217522
1681723307593859077,0.00739787658677,0.927566349506,0.373552083969,0.00498989922926
1681723307593895881,0.00740864221007,0.927563726902,0.373558402061,0.0049778772518
1681723307593942647,0.00741766719148,0.927563786507,0.373558044434,0.00498720724136
1681723307658790848,0.00740132201463,0.927560985088,0.3735653162,0.0049786916934
1681723307658867621,0.00741921924055,0.927562594414,0.37356081605,0.00498074293137
1681723307658946442,0.00741556519642,0.927563786507,0.373558104038,0.00498370360583
1681723307658970464,0.00742701580748,0.927562594414,0.373560845852,0.00498615158722
1681723307658984365,0.00741070462391,0.927561819553,0.373563349247,0.00498015945777
1681723307728922259,0.00741298450157,0.927564382553,0.373556822538,0.00498362304643
1681723307728953602,0.00740758050233,0.927563071251,0.373560011387,0.00497573288158
1681723307728984512,0.0074005946517,0.927560925484,0.373565644026,0.00496961688623
1681723307729016304,0.00740100024268,0.927561163902,0.373565107584,0.00496644433588
1681723307729073768,0.00739575084299,0.927559673786,0.373569071293,0.00495626730844
1681723307729220918,0.00739841116592,0.927559971809,0.373568296432,0.00494376430288
1681723307794677105,0.00739199435338,0.927559673786,0.373569458723,0.00493245245889
